Name,active,url,name,start,end,pos,height,weight,birthdate,college
Duane Cooper,0,http://www.basketball-reference.com/players/c/coopedu01.html,Duane Cooper,1993,1994,G,6-1,185,"June 25, 1969",University of Southern California
Walter Davis,0,http://www.basketball-reference.com/players/d/daviswa03.html,Walter Davis,1978,1992,G-F,6-6,193,"September 9, 1954",University of North Carolina
Phil Hicks,0,http://www.basketball-reference.com/players/h/hicksph01.html,Phil Hicks,1977,1979,F,6-7,205,"January 31, 1953",Tulane University
Chris McNealy,0,http://www.basketball-reference.com/players/m/mcneach01.html,Chris McNealy,1986,1988,F,6-7,210,"July 15, 1961",San Jose State University
Lionel Chalmers,0,http://www.basketball-reference.com/players/c/chalmli01.html,Lionel Chalmers,2005,2005,G,6-0,180,"November 10, 1980",Xavier University
Bud Grant,0,http://www.basketball-reference.com/players/g/grantbu01.html,Bud Grant,1950,1951,F,6-3,195,"May 20, 1927",University of Minnesota
Erick Green,1,http://www.basketball-reference.com/players/g/greener01.html,Erick Green,2015,2016,G,6-4,185,"May 9, 1991",Virginia Polytechnic Institute and State University
Boniface N'Dong,0,http://www.basketball-reference.com/players/n/ndongbo01.html,Boniface N'Dong,2006,2006,C,7-0,198,"March 9, 1977",
Antawn Jamison,0,http://www.basketball-reference.com/players/j/jamisan01.html,Antawn Jamison,1999,2014,F,6-8,223,"June 12, 1976",University of North Carolina
Predrag Drobnjak,0,http://www.basketball-reference.com/players/d/drobnpr01.html,Predrag Drobnjak,2002,2005,C,6-11,270,"October 27, 1975",
Tommy Kron,0,http://www.basketball-reference.com/players/k/kronto01.html,Tommy Kron,1967,1970,G,6-5,200,"February 28, 1943",University of Kentucky
Gus Williams,0,http://www.basketball-reference.com/players/w/willigu01.html,Gus Williams,1976,1987,G,6-2,175,"October 10, 1953",University of Southern California
Reggie Lewis,0,http://www.basketball-reference.com/players/l/lewisre01.html,Reggie Lewis,1988,1993,G-F,6-7,195,"November 21, 1965",Northeastern University
Doug Kistler,0,http://www.basketball-reference.com/players/k/kistldo01.html,Doug Kistler,1962,1962,F,6-9,210,"March 21, 1938",Duke University
Lee Davis,0,http://www.basketball-reference.com/players/d/davisle01.html,Lee Davis,1969,1976,C-F,6-8,235,"October 11, 1945",North Carolina Central University
Alexander Johnson,0,http://www.basketball-reference.com/players/j/johnsal01.html,Alexander Johnson,2007,2008,F,6-9,240,"February 8, 1983",Florida State University
Matt Zunic,0,http://www.basketball-reference.com/players/z/zunicma01.html,Matt Zunic,1949,1949,G-F,6-3,195,"December 19, 1919",George Washington University
Paul Cloyd,0,http://www.basketball-reference.com/players/c/cloydpa01.html,Paul Cloyd,1950,1950,G-F,6-2,180,"June 13, 1920",University of Wisconsin
John Janisch,0,http://www.basketball-reference.com/players/j/janisjo01.html,John Janisch,1947,1948,F-G,6-3,200,"March 15, 1920",Valparaiso University
Joe Ellis,0,http://www.basketball-reference.com/players/e/ellisjo01.html,Joe Ellis,1967,1974,F-G,6-6,175,"May 3, 1944",University of San Francisco
Gene Short,0,http://www.basketball-reference.com/players/s/shortge01.html,Gene Short,1976,1976,F,6-6,200,"August 7, 1953",Jackson State University
Mike Woodson,0,http://www.basketball-reference.com/players/w/woodsmi01.html,Mike Woodson,1981,1991,G-F,6-5,195,"March 24, 1958",Indiana University
Scott Sims,0,http://www.basketball-reference.com/players/s/simssc01.html,Scott Sims,1978,1978,G,6-1,170,"April 18, 1955",University of Missouri
Evan Eschmeyer,0,http://www.basketball-reference.com/players/e/eschmev01.html,Evan Eschmeyer,2000,2003,C,6-11,255,"May 30, 1975",Northwestern University
Jack Hewson,0,http://www.basketball-reference.com/players/h/hewsoja01.html,Jack Hewson,1948,1948,F-C,6-6,195,"September 7, 1924",Temple University
Jimmy Darrow,0,http://www.basketball-reference.com/players/d/darroji01.html,Jimmy Darrow,1962,1962,G,5-10,170,"September 25, 1937",Bowling Green State University
Forrest McKenzie,0,http://www.basketball-reference.com/players/m/mckenfo01.html,Forrest McKenzie,1987,1987,F,6-7,200,"February 16, 1963",Loyola Marymount University
P.J. Hairston,1,http://www.basketball-reference.com/players/h/hairspj02.html,P.J. Hairston,2015,2016,G-F,6-6,230,"December 24, 1992",University of North Carolina
Kendall Gill,0,http://www.basketball-reference.com/players/g/gillke01.html,Kendall Gill,1991,2005,G,6-5,195,"May 25, 1968",University of Illinois at Urbana-Champaign
Tyler Ennis,1,http://www.basketball-reference.com/players/e/ennisty01.html,Tyler Ennis,2015,2016,G,6-3,194,"August 24, 1994",Syracuse University
Sam Cassell,0,http://www.basketball-reference.com/players/c/cassesa01.html,Sam Cassell,1994,2008,G,6-3,185,"November 18, 1969",Florida State University
Leo Klier,0,http://www.basketball-reference.com/players/k/klierle01.html,Leo Klier,1949,1950,F-G,6-2,170,"May 21, 1923",University of Notre Dame
Ndudi Ebi,0,http://www.basketball-reference.com/players/e/ebind01.html,Ndudi Ebi,2004,2005,F,6-9,200,"June 18, 1984",
Bobby Croft,0,http://www.basketball-reference.com/players/c/croftbo01.html,Bobby Croft,1971,1971,C,6-10,200,"March 17, 1946",University of Tennessee
Claude Overton,0,http://www.basketball-reference.com/players/o/overtcl01.html,Claude Overton,1953,1953,G,6-2,195,"December 16, 1927",East Central University
Terrance Roberson,0,http://www.basketball-reference.com/players/r/roberte01.html,Terrance Roberson,2001,2001,F,6-7,215,"December 30, 1976","California State University, Fresno"
Jerome Williams,0,http://www.basketball-reference.com/players/w/willije01.html,Jerome Williams,1997,2005,F,6-9,206,"May 10, 1973",Georgetown University
Pace Mannion,0,http://www.basketball-reference.com/players/m/mannipa01.html,Pace Mannion,1984,1989,G,6-7,190,"September 22, 1960",University of Utah
Jason Lawson,0,http://www.basketball-reference.com/players/l/lawsoja01.html,Jason Lawson,1998,1998,C,6-11,240,"September 2, 1974",Villanova University
Alvin Sims,0,http://www.basketball-reference.com/players/s/simsal01.html,Alvin Sims,1999,1999,G,6-4,235,"October 18, 1974",University of Louisville
Roger Strickland,0,http://www.basketball-reference.com/players/s/stricro01.html,Roger Strickland,1964,1964,F,6-5,200,"September 4, 1940",Jacksonville University
Bill Zopf,0,http://www.basketball-reference.com/players/z/zopfbi01.html,Bill Zopf,1971,1971,G,6-1,170,"June 7, 1948",Duquesne University
Bart Kofoed,0,http://www.basketball-reference.com/players/k/kofoeba01.html,Bart Kofoed,1988,1993,G,6-4,210,"March 24, 1964",University of Nebraska at Kearney
Henry Bibby,0,http://www.basketball-reference.com/players/b/bibbyhe01.html,Henry Bibby,1973,1981,G,6-1,185,"November 24, 1949","University of California, Los Angeles"
Juan Carlos Navarro,0,http://www.basketball-reference.com/players/n/navarju01.html,Juan Carlos Navarro,2008,2008,G,6-3,170,"June 13, 1980",
Nathaniel Barnett,0,http://www.basketball-reference.com/players/b/barnena01.html,Nathaniel Barnett,1976,1976,G,6-3,175,"January 29, 1953",University of Akron
Dave Hoppen,0,http://www.basketball-reference.com/players/h/hoppeda01.html,Dave Hoppen,1988,1993,C-F,6-11,235,"March 13, 1964",University of Nebraska
Bill Chamberlain,0,http://www.basketball-reference.com/players/c/chambbi01.html,Bill Chamberlain,1973,1974,F,6-6,188,"December 16, 1949",University of North Carolina
David Vaughn,0,http://www.basketball-reference.com/players/v/vaughda02.html,David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",University of Memphis
Desmon Farmer,0,http://www.basketball-reference.com/players/f/farmede01.html,Desmon Farmer,2007,2009,G,6-5,220,"October 7, 1981",University of Southern California
Ken Mayfield,0,http://www.basketball-reference.com/players/m/mayfike01.html,Ken Mayfield,1976,1976,G,6-2,185,"May 11, 1948",Tuskegee University
Howie Schultz,0,http://www.basketball-reference.com/players/s/schulho01.html,Howie Schultz,1950,1953,C-F,6-6,200,"July 3, 1922",Hamline University
Jamie Feick,0,http://www.basketball-reference.com/players/f/feickja01.html,Jamie Feick,1997,2001,C,6-9,255,"July 3, 1974",Michigan State University
Elmer Behnke,0,http://www.basketball-reference.com/players/b/behnkel01.html,Elmer Behnke,1952,1952,C,6-7,210,"February 3, 1929",Bradley University
Chris Porter,0,http://www.basketball-reference.com/players/p/portech01.html,Chris Porter,2001,2001,F,6-7,218,"May 9, 1978",Auburn University
Dwayne Morton,0,http://www.basketball-reference.com/players/m/mortodw01.html,Dwayne Morton,1995,1995,F,6-7,195,"August 8, 1971",University of Louisville
Mateen Cleaves,0,http://www.basketball-reference.com/players/c/cleavma01.html,Mateen Cleaves,2001,2006,G,6-2,205,"September 7, 1977",Michigan State University
Bobby Cook,0,http://www.basketball-reference.com/players/c/cookbo01.html,Bobby Cook,1950,1950,G-F,5-10,155,"April 1, 1923",University of Wisconsin
Priest Lauderdale,0,http://www.basketball-reference.com/players/l/laudepr01.html,Priest Lauderdale,1997,1998,C,7-4,325,"August 31, 1973",Central State University
Norris Cole,1,http://www.basketball-reference.com/players/c/coleno01.html,Norris Cole,2012,2016,G,6-2,175,"October 13, 1988",Cleveland State University
Brian Scalabrine,0,http://www.basketball-reference.com/players/s/scalabr01.html,Brian Scalabrine,2002,2012,F,6-9,241,"March 18, 1978",University of Southern California
Tyler Hansbrough,1,http://www.basketball-reference.com/players/h/hansbty01.html,Tyler Hansbrough,2010,2016,F,6-9,250,"November 3, 1985",University of North Carolina
Jerry Dover,0,http://www.basketball-reference.com/players/d/doverje01.html,Jerry Dover,1972,1972,G,5-7,155,"October 16, 1949",LeMoyne-Owen College
Tony Robertson,0,http://www.basketball-reference.com/players/r/roberto01.html,Tony Robertson,1978,1979,G,6-4,195,"January 1, 1956",West Virginia University
Jim Seminoff,0,http://www.basketball-reference.com/players/s/seminji01.html,Jim Seminoff,1947,1950,G-F,6-2,190,"September 1, 1922",University of Southern California
Clem Haskins,0,http://www.basketball-reference.com/players/h/haskicl01.html,Clem Haskins,1968,1976,G,6-3,195,"July 11, 1943",Western Kentucky University
Cedric Henderson,0,http://www.basketball-reference.com/players/h/hendece02.html,Cedric Henderson,1998,2002,F,6-7,215,"March 11, 1975",University of Memphis
John Williamson,0,http://www.basketball-reference.com/players/w/willijo01.html,John Williamson,1974,1981,G,6-2,185,"November 10, 1951",New Mexico State University
Clarence Brookins,0,http://www.basketball-reference.com/players/b/brookcl01.html,Clarence Brookins,1971,1971,F,6-4,190,,Temple University
Eddie House,0,http://www.basketball-reference.com/players/h/houseed01.html,Eddie House,2001,2011,G,6-1,180,"May 14, 1978",Arizona State University
Jason Richardson,0,http://www.basketball-reference.com/players/r/richaja01.html,Jason Richardson,2002,2015,G,6-6,220,"January 20, 1981",Michigan State University
Rick Barry*,0,http://www.basketball-reference.com/players/b/barryri01.html,Rick Barry*,1966,1980,F,6-7,205,"March 28, 1944",University of Miami
Hutch Jones,0,http://www.basketball-reference.com/players/j/joneshu01.html,Hutch Jones,1983,1984,F,6-8,190,"September 1, 1959",Vanderbilt University
Joe Hamilton,0,http://www.basketball-reference.com/players/h/hamiljo01.html,Joe Hamilton,1971,1976,G,5-10,160,"July 5, 1948",University of North Texas
P.J. Brown,0,http://www.basketball-reference.com/players/b/brownpj01.html,P.J. Brown,1994,2008,F-C,6-11,225,"October 14, 1969",Louisiana Tech University
Steven Kramer,0,http://www.basketball-reference.com/players/k/kramest01.html,Steven Kramer,1968,1970,G-F,6-5,200,"January 1, 1945",Brigham Young University
Eric Leckner,0,http://www.basketball-reference.com/players/l/leckner01.html,Eric Leckner,1989,1997,C-F,6-11,265,"May 27, 1966",University of Wyoming
Jeff Ayres,1,http://www.basketball-reference.com/players/p/pendeje02.html,Jeff Ayres,2010,2015,F,6-9,240,"April 29, 1987",Arizona State University
Chuck Share,0,http://www.basketball-reference.com/players/s/sharech01.html,Chuck Share,1952,1960,C,6-11,235,"March 14, 1927",Bowling Green State University
Patrick O'Bryant,1,http://www.basketball-reference.com/players/o/obryapa01.html,Patrick O'Bryant,2007,2010,C,7-0,260,"June 20, 1986",Bradley University
Freddie Crawford,0,http://www.basketball-reference.com/players/c/crawffr01.html,Freddie Crawford,1967,1971,G-F,6-4,189,"December 23, 1941",St. Bonaventure University
Bo Lamar,0,http://www.basketball-reference.com/players/l/lamarbo01.html,Bo Lamar,1974,1977,G,6-1,180,"April 7, 1951",University of Louisiana at Lafayette
Jim Marsh,0,http://www.basketball-reference.com/players/m/marshji01.html,Jim Marsh,1972,1972,F,6-7,215,"April 26, 1946",University of Southern California
Moe Becker,0,http://www.basketball-reference.com/players/b/beckemo01.html,Moe Becker,1947,1947,G-F,6-1,185,"February 24, 1917",Duquesne University
Willie Green,1,http://www.basketball-reference.com/players/g/greenwi01.html,Willie Green,2004,2015,G,6-4,200,"July 28, 1981",University of Detroit Mercy
Jarnell Stokes,1,http://www.basketball-reference.com/players/s/stokeja01.html,Jarnell Stokes,2015,2016,F-C,6-9,263,"January 7, 1994",University of Tennessee
Eric Mobley,0,http://www.basketball-reference.com/players/m/mobleer01.html,Eric Mobley,1995,1997,C,6-11,235,"February 1, 1970",University of Pittsburgh
Ron Cavenall,0,http://www.basketball-reference.com/players/c/cavenro01.html,Ron Cavenall,1985,1989,C,7-1,230,"April 30, 1959",Texas Southern University
Bruno Sundov,0,http://www.basketball-reference.com/players/s/sundobr01.html,Bruno Sundov,1999,2005,C,7-2,220,"February 10, 1980",
D.J. Kennedy,1,http://www.basketball-reference.com/players/k/kennedj01.html,D.J. Kennedy,2012,2012,F,6-6,215,"November 5, 1989",St. John's University
Walker Banks,0,http://www.basketball-reference.com/players/b/bankswa01.html,Walker Banks,1971,1971,C,6-10,205,"August 26, 1947",Western Kentucky University
Steve Smith,0,http://www.basketball-reference.com/players/s/smithst01.html,Steve Smith,1992,2005,G,6-7,200,"March 31, 1969",Michigan State University
Wayne Hightower,0,http://www.basketball-reference.com/players/h/hightwa01.html,Wayne Hightower,1963,1972,F-C,6-8,192,"January 14, 1940",University of Kansas
Willie Cauley-Stein,1,http://www.basketball-reference.com/players/c/caulewi01.html,Willie Cauley-Stein,2016,2016,F-C,7-0,240,"August 18, 1993",University of Kentucky
Dana Barros,0,http://www.basketball-reference.com/players/b/barroda01.html,Dana Barros,1990,2004,G,5-11,163,"April 13, 1967",Boston College
Steve Stipanovich,0,http://www.basketball-reference.com/players/s/stipast01.html,Steve Stipanovich,1984,1988,C,6-11,245,"November 17, 1960",University of Missouri
LeRon Ellis,0,http://www.basketball-reference.com/players/e/ellisle02.html,LeRon Ellis,1992,1996,F-C,6-9,225,"April 28, 1969",Syracuse University
Leo Katkaveck,0,http://www.basketball-reference.com/players/k/katkale01.html,Leo Katkaveck,1949,1950,G,6-0,185,"April 17, 1923",North Carolina State University
Allan Ray,0,http://www.basketball-reference.com/players/r/rayal01.html,Allan Ray,2007,2007,G,6-2,190,"June 17, 1984",Villanova University
Art Williams,0,http://www.basketball-reference.com/players/w/williar01.html,Art Williams,1968,1975,G,6-1,180,"September 29, 1939","California State Polytechnic University, Pomona"
Jiri Welsch,0,http://www.basketball-reference.com/players/w/welscji01.html,Jiri Welsch,2003,2006,G,6-7,208,"January 27, 1980",
Chris Mullin*,0,http://www.basketball-reference.com/players/m/mullich01.html,Chris Mullin*,1986,2001,F-G,6-6,200,"July 30, 1963",St. John's University
Daniel Gibson,0,http://www.basketball-reference.com/players/g/gibsoda01.html,Daniel Gibson,2007,2013,G,6-2,190,"February 27, 1986",University of Texas at Austin
Dick Atha,0,http://www.basketball-reference.com/players/a/athadi01.html,Dick Atha,1956,1958,G,6-2,190,"September 21, 1931",Indiana State University
Martell Webster,1,http://www.basketball-reference.com/players/w/webstma02.html,Martell Webster,2006,2015,G-F,6-7,230,"December 4, 1986",
Tracy Jackson,0,http://www.basketball-reference.com/players/j/jackstr01.html,Tracy Jackson,1982,1984,G-F,6-6,205,"April 21, 1959",University of Notre Dame
Al Guokas,0,http://www.basketball-reference.com/players/g/guokaal01.html,Al Guokas,1950,1950,F-G,6-5,200,"August 7, 1925",Saint Joseph's University
Thomas Jordan,0,http://www.basketball-reference.com/players/j/jordath01.html,Thomas Jordan,1993,1993,F-C,6-10,220,"May 23, 1968",Oklahoma State University
Rodney White,0,http://www.basketball-reference.com/players/w/whitero02.html,Rodney White,2002,2005,F,6-9,238,"June 28, 1980",University of North Carolina at Charlotte
Kevin Willis,0,http://www.basketball-reference.com/players/w/willike02.html,Kevin Willis,1985,2007,F-C,7-0,220,"September 6, 1962",Michigan State University
Dennis Johnson*,0,http://www.basketball-reference.com/players/j/johnsde01.html,Dennis Johnson*,1977,1990,G,6-4,185,"September 18, 1954",Pepperdine University
K.J. McDaniels,1,http://www.basketball-reference.com/players/m/mcdankj01.html,K.J. McDaniels,2015,2016,G-F,6-6,205,"February 9, 1993",Clemson University
Taj Gibson,1,http://www.basketball-reference.com/players/g/gibsota01.html,Taj Gibson,2010,2016,F,6-9,225,"June 24, 1985",University of Southern California
Johnny Green,0,http://www.basketball-reference.com/players/g/greenjo01.html,Johnny Green,1960,1973,F-C,6-5,200,"December 8, 1933",Michigan State University
Bill Cartwright,0,http://www.basketball-reference.com/players/c/cartwbi01.html,Bill Cartwright,1980,1995,C,7-1,245,"July 30, 1957",University of San Francisco
Gary Hill,0,http://www.basketball-reference.com/players/h/hillga01.html,Gary Hill,1964,1965,G,6-4,185,"October 7, 1941",Oklahoma City University
Reggie Carter,0,http://www.basketball-reference.com/players/c/cartere01.html,Reggie Carter,1981,1982,G,6-3,175,"October 10, 1957",St. John's University
Gary Leonard,0,http://www.basketball-reference.com/players/l/leonaga01.html,Gary Leonard,1990,1992,C,7-1,250,"February 16, 1967",University of Missouri
Ed Biedenbach,0,http://www.basketball-reference.com/players/b/biedeed01.html,Ed Biedenbach,1969,1969,G,6-1,175,"August 12, 1945",North Carolina State University
Dominic McGuire,1,http://www.basketball-reference.com/players/m/mcguido01.html,Dominic McGuire,2008,2013,F,6-9,220,"October 20, 1985","California State University, Fresno"
Mel Hirsch,0,http://www.basketball-reference.com/players/h/hirscme01.html,Mel Hirsch,1947,1947,G,5-6,165,"July 31, 1921",Brooklyn College
Ben Davis,0,http://www.basketball-reference.com/players/d/davisbe01.html,Ben Davis,1997,2000,F,6-9,240,"December 26, 1972",University of Arizona
Mike O'Neill,0,http://www.basketball-reference.com/players/o/oneilmi01.html,Mike O'Neill,1953,1953,F,6-3,210,,University of California
Jim Les,0,http://www.basketball-reference.com/players/l/lesji01.html,Jim Les,1989,1995,G,5-11,165,"August 18, 1963",Bradley University
Donald Dee,0,http://www.basketball-reference.com/players/d/deedo01.html,Donald Dee,1969,1969,F,6-8,210,"August 9, 1943",Saint Mary of the Plains College
Chris Washburn,0,http://www.basketball-reference.com/players/w/washbch01.html,Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",North Carolina State University
Grady Lewis,0,http://www.basketball-reference.com/players/l/lewisgr01.html,Grady Lewis,1947,1949,F-C,6-7,215,"March 25, 1917",University of Oklahoma
Richard Washington,0,http://www.basketball-reference.com/players/w/washiri01.html,Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955","University of California, Los Angeles"
Othell Wilson,0,http://www.basketball-reference.com/players/w/wilsoot01.html,Othell Wilson,1985,1987,G,6-0,190,"October 26, 1961",University of Virginia
Eldridge Recasner,0,http://www.basketball-reference.com/players/r/recasel01.html,Eldridge Recasner,1995,2002,G,6-3,190,"December 14, 1967",University of Washington
Mike Mitchell,0,http://www.basketball-reference.com/players/m/mitchmi01.html,Mike Mitchell,1979,1988,F,6-7,215,"January 1, 1956",Auburn University
Paul Pierce,1,http://www.basketball-reference.com/players/p/piercpa01.html,Paul Pierce,1999,2016,F-G,6-7,235,"October 13, 1977",University of Kansas
Joe Reaves,0,http://www.basketball-reference.com/players/r/reavejo01.html,Joe Reaves,1974,1974,F,6-5,210,"May 27, 1950",Bethel College
John Mahnken,0,http://www.basketball-reference.com/players/m/mahnkjo01.html,John Mahnken,1947,1953,C,6-8,220,"June 16, 1922",Georgetown University
Theo Ratliff,0,http://www.basketball-reference.com/players/r/ratlith01.html,Theo Ratliff,1996,2011,C-F,6-10,225,"April 17, 1973",University of Wyoming
Jason Hart,0,http://www.basketball-reference.com/players/h/hartja01.html,Jason Hart,2001,2010,G,6-3,185,"April 29, 1978",Syracuse University
Kris Joseph,1,http://www.basketball-reference.com/players/j/josepkr01.html,Kris Joseph,2013,2013,F,6-7,210,"December 17, 1988",Syracuse University
Bob Netolicky,0,http://www.basketball-reference.com/players/n/netolbo01.html,Bob Netolicky,1968,1976,F-C,6-9,220,"August 2, 1942",Drake University
Nick Vanos,0,http://www.basketball-reference.com/players/v/vanosni01.html,Nick Vanos,1986,1987,C,7-1,255,"April 13, 1963",Santa Clara University
Hamady N'Diaye,1,http://www.basketball-reference.com/players/n/ndiayha01.html,Hamady N'Diaye,2011,2014,C,7-0,235,"January 12, 1987",Rutgers University
Bimbo Coles,0,http://www.basketball-reference.com/players/c/colesbi01.html,Bimbo Coles,1991,2004,G,6-1,180,"April 22, 1968",Virginia Polytechnic Institute and State University
Alec Kessler,0,http://www.basketball-reference.com/players/k/kesslal01.html,Alec Kessler,1991,1994,F-C,6-11,230,"January 13, 1967",University of Georgia
Don Kojis,0,http://www.basketball-reference.com/players/k/kojisdo01.html,Don Kojis,1964,1975,F,6-5,215,"January 15, 1939",Marquette University
Benoit Benjamin,0,http://www.basketball-reference.com/players/b/benjabe01.html,Benoit Benjamin,1986,2000,C,7-0,250,"November 22, 1964",Creighton University
Fred Brown,0,http://www.basketball-reference.com/players/b/brownfr01.html,Fred Brown,1972,1984,G,6-3,182,"August 7, 1948",University of Iowa
Jim Petersen,0,http://www.basketball-reference.com/players/p/peterji01.html,Jim Petersen,1985,1992,F-C,6-10,235,"February 22, 1962",University of Minnesota
Harry Zeller,0,http://www.basketball-reference.com/players/z/zelleha01.html,Harry Zeller,1947,1947,C-F,6-4,210,"July 10, 1919",Washington & Jefferson College
Brian Heaney,0,http://www.basketball-reference.com/players/h/heanebr01.html,Brian Heaney,1970,1970,G,6-2,180,"September 3, 1946",Acadia University
Tornike Shengelia,1,http://www.basketball-reference.com/players/s/shengto01.html,Tornike Shengelia,2013,2014,F,6-9,217,"October 5, 1991",
Michael Adams,0,http://www.basketball-reference.com/players/a/adamsmi01.html,Michael Adams,1986,1996,G,5-10,162,"January 19, 1963",Boston College
Curtis Borchardt,0,http://www.basketball-reference.com/players/b/borchcu01.html,Curtis Borchardt,2004,2005,C,7-0,240,"September 13, 1980",Stanford University
Steve Hamer,0,http://www.basketball-reference.com/players/h/hamerst01.html,Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",University of Tennessee
Richard Hamilton,0,http://www.basketball-reference.com/players/h/hamilri01.html,Richard Hamilton,2000,2013,G-F,6-6,185,"February 14, 1978",University of Connecticut
Ed Sherod,0,http://www.basketball-reference.com/players/s/sheroed01.html,Ed Sherod,1983,1983,G,6-2,170,"September 13, 1959",Virginia Commonwealth University
Jason Collins,0,http://www.basketball-reference.com/players/c/collija04.html,Jason Collins,2002,2014,C,7-0,255,"December 2, 1978",Stanford University
Sidney Wicks,0,http://www.basketball-reference.com/players/w/wickssi01.html,Sidney Wicks,1972,1981,F-C,6-8,225,"September 19, 1949","University of California, Los Angeles"
Gene Guarilia,0,http://www.basketball-reference.com/players/g/guarige01.html,Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington University
Wesley Person,0,http://www.basketball-reference.com/players/p/persowe01.html,Wesley Person,1995,2005,G,6-6,195,"March 28, 1971",Auburn University
Jim Thomas,0,http://www.basketball-reference.com/players/t/thomaji01.html,Jim Thomas,1984,1991,G,6-3,190,"October 19, 1960",Indiana University
Khris Middleton,1,http://www.basketball-reference.com/players/m/middlkh01.html,Khris Middleton,2013,2016,F-G,6-8,234,"August 12, 1991",Texas A&M University
Marcus Camby,0,http://www.basketball-reference.com/players/c/cambyma01.html,Marcus Camby,1997,2013,C-F,6-11,220,"March 22, 1974",University of Massachusetts Amherst
Robin Lopez,1,http://www.basketball-reference.com/players/l/lopezro01.html,Robin Lopez,2009,2016,C,7-0,255,"April 1, 1988",Stanford University
Barry Clemens,0,http://www.basketball-reference.com/players/c/clemeba01.html,Barry Clemens,1966,1976,F,6-6,210,"May 1, 1943",Ohio Wesleyan University
Festus Ezeli,1,http://www.basketball-reference.com/players/e/ezelife01.html,Festus Ezeli,2013,2016,C,6-11,255,"October 21, 1989",Vanderbilt University
Ernie Grunfeld,0,http://www.basketball-reference.com/players/g/grunfer01.html,Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",University of Tennessee
Alaa Abdelnaby,0,http://www.basketball-reference.com/players/a/abdelal01.html,Alaa Abdelnaby,1991,1995,F-C,6-10,240,"June 24, 1968",Duke University
Ish Smith,1,http://www.basketball-reference.com/players/s/smithis01.html,Ish Smith,2011,2016,G,6-0,175,"July 5, 1988",Wake Forest University
Ed Leede,0,http://www.basketball-reference.com/players/l/leedeed01.html,Ed Leede,1950,1951,F-G,6-3,185,"July 17, 1927",Dartmouth College
Brian Grant,0,http://www.basketball-reference.com/players/g/grantbr01.html,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier University
Kevin Ollie,0,http://www.basketball-reference.com/players/o/ollieke01.html,Kevin Ollie,1998,2010,G,6-4,195,"December 27, 1972",University of Connecticut
Tracy McGrady,0,http://www.basketball-reference.com/players/m/mcgratr01.html,Tracy McGrady,1998,2012,F-G,6-8,210,"May 24, 1979",
Darvin Ham,0,http://www.basketball-reference.com/players/h/hamda01.html,Darvin Ham,1997,2005,F,6-7,220,"July 23, 1973",Texas Tech University
Lindsay Hairston,0,http://www.basketball-reference.com/players/h/hairsli01.html,Lindsay Hairston,1976,1976,F-C,6-7,180,"December 8, 1951",Michigan State University
Jim Ware,0,http://www.basketball-reference.com/players/w/wareji01.html,Jim Ware,1967,1969,F,6-7,210,"May 2, 1944",Oklahoma City University
Alex Kirk,1,http://www.basketball-reference.com/players/k/kirkal01.html,Alex Kirk,2015,2015,C,7-0,245,"November 14, 1991",University of New Mexico
D.C. Wilcutt,0,http://www.basketball-reference.com/players/w/wilcudc01.html,D.C. Wilcutt,1949,1950,G,6-2,165,"March 25, 1923",Saint Louis University
Bob McNeill,0,http://www.basketball-reference.com/players/m/mcneibo01.html,Bob McNeill,1961,1962,G,6-1,170,"October 22, 1938",Saint Joseph's University
E'Twaun Moore,1,http://www.basketball-reference.com/players/m/mooreet01.html,E'Twaun Moore,2012,2016,G,6-4,191,"February 28, 1989",Purdue University
Solomon Jones,1,http://www.basketball-reference.com/players/j/jonesso01.html,Solomon Jones,2007,2014,F,6-10,230,"July 16, 1984",University of South Florida
Hanno Mottola,0,http://www.basketball-reference.com/players/m/mottoha01.html,Hanno Mottola,2001,2002,C,6-11,247,"September 9, 1976",University of Utah
Shaquille O'Neal,0,http://www.basketball-reference.com/players/o/onealsh01.html,Shaquille O'Neal,1993,2011,C,7-1,325,"March 6, 1972",Louisiana State University
James Robinson,0,http://www.basketball-reference.com/players/r/robinja02.html,James Robinson,1994,2001,G,6-2,180,"August 31, 1970",University of Alabama
Brandon Knight,1,http://www.basketball-reference.com/players/k/knighbr03.html,Brandon Knight,2012,2016,G,6-3,189,"December 2, 1991",University of Kentucky
Rickie Winslow,0,http://www.basketball-reference.com/players/w/winslri01.html,Rickie Winslow,1988,1988,F,6-8,225,"July 26, 1964",University of Houston
Phil Chenier,0,http://www.basketball-reference.com/players/c/cheniph01.html,Phil Chenier,1972,1981,G,6-3,180,"October 30, 1950",University of California
Wally Walker,0,http://www.basketball-reference.com/players/w/walkewa01.html,Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",University of Virginia
Gordan Giricek,0,http://www.basketball-reference.com/players/g/giricgo01.html,Gordan Giricek,2003,2008,G-F,6-6,210,"June 20, 1977",
